vector	position	Fcount	Rcount	sum
pK184	97	0	0	0
pK184	98	0	0	0
pK184	99	0	0	0
pK184	100	0	0	0
pK184	101	0	0	0
pK184	102	0	0	0
pK184	103	0	0	0
pK184	104	0	0	0
pK184	105	0	0	0
pK184	106	0	0	0
pK184	107	0	0	0
pK184	108	0	0	0
pK184	109	0	0	0
pK184	110	0	0	0
pK184	111	0	0	0
pK184	112	0	0	0
pK184	113	0	0	0
pK184	114	0	0	0
pK184	115	0	0	0
pK184	116	0	0	0
pK184	117	0	0	0
pK184	118	0	0	0
pK184	119	0	0	0
pK184	120	0	0	0
pK184	121	0	0	0
pK184	122	0	0	0
pK184	123	0	0	0
pK184	124	0	0	0
pK184	125	0	0	0
pK184	126	0	0	0
pK184	127	0	0	0
pK184	128	0	0	0
pK184	129	0	0	0
pK184	130	0	0	0
pK184	131	0	0	0
pK184	132	0	0	0
pK184	133	1	0	1
pK184	134	0	0	0
pK184	135	0	0	0
pK184	136	0	0	0
pK184	137	0	0	0
pK184	138	0	0	0
pK184	139	0	0	0
pK184	140	0	0	0
pK184	141	0	0	0
pK184	142	0	0	0
pK184	143	0	1	1
pK184	144	0	0	0
pK184	145	0	0	0
pK184	146	0	0	0
pK184	147	0	0	0
pK184	148	0	0	0
pK184	149	0	0	0
pK184	150	0	0	0
pK184	151	0	0	0
pK184	152	0	0	0
pK184	153	0	0	0
pK184	154	0	0	0
pK184	155	0	0	0
pK184	156	0	0	0
pK184	157	0	0	0
pK184	158	0	0	0
pK184	159	0	0	0
pK184	160	0	0	0
pK184	161	0	0	0
pK184	162	0	0	0
pK184	163	0	0	0
pK184	164	0	0	0
pK184	165	0	0	0
pK184	166	0	0	0
pK184	167	0	0	0
pK184	168	0	0	0
pK184	169	0	0	0
pK184	170	0	0	0
pK184	171	0	0	0
pK184	172	0	0	0
pK184	173	0	0	0
pK184	174	0	0	0
pK184	175	0	0	0
pK184	176	0	0	0
pK184	177	0	0	0
pK184	178	0	0	0
pK184	179	0	0	0
pK184	180	0	0	0
pK184	181	0	0	0
pK184	182	0	0	0
pK184	183	0	0	0
pK184	184	0	1	1
pK184	185	0	0	0
pK184	186	0	0	0
pK184	187	0	0	0
pK184	188	0	0	0
pK184	189	0	0	0
pK184	190	0	0	0
pK184	191	0	0	0
pK184	192	0	0	0
pK184	193	0	0	0
pK184	194	0	1	1
pK184	195	0	0	0
pK184	196	0	0	0
pK184	197	0	0	0
pK184	198	0	0	0
pK184	199	0	0	0
pK184	200	0	0	0
pK184	201	0	0	0
pK184	202	0	0	0
pK184	203	0	0	0
pK184	204	0	0	0
pK184	205	0	0	0
pK184	206	0	0	0
pK184	207	0	0	0
pK184	208	0	0	0
pK184	209	0	0	0
pK184	210	0	0	0
pK184	211	0	0	0
pK184	212	0	0	0
pK184	213	0	0	0
pK184	214	1	0	1
pK184	215	0	0	0
pK184	216	0	0	0
pK184	217	0	0	0
pK184	218	0	0	0
pK184	219	0	1	1
pK184	220	0	0	0
pK184	221	0	0	0
pK184	222	0	0	0
pK184	223	0	0	0
pK184	224	0	0	0
pK184	225	0	0	0
pK184	226	0	0	0
pK184	227	0	0	0
pK184	228	0	0	0
pK184	229	0	0	0
pK184	230	0	0	0
pK184	231	0	0	0
pK184	232	0	0	0
pK184	233	0	0	0
pK184	234	0	0	0
pK184	235	0	0	0
pK184	236	0	0	0
pK184	237	0	0	0
pK184	238	0	0	0
pK184	239	0	0	0
pK184	240	0	0	0
pK184	241	0	0	0
pK184	242	0	0	0
pK184	243	0	0	0
pK184	244	0	0	0
pK184	245	0	0	0
pK184	246	0	0	0
pK184	247	0	0	0
pK184	248	0	0	0
pK184	249	0	0	0
pK184	250	0	0	0
pK184	251	0	0	0
pK184	252	1	0	1
pK184	253	0	0	0
pK184	254	0	0	0
pK184	255	0	0	0
pK184	256	0	0	0
pK184	257	0	0	0
pK184	258	0	0	0
pK184	259	1	0	1
pK184	260	1	0	1
pK184	261	0	0	0
pK184	262	0	0	0
pK184	263	0	0	0
pK184	264	0	0	0
pK184	265	0	0	0
pK184	266	0	0	0
pK184	267	0	0	0
pK184	268	0	0	0
pK184	269	0	0	0
pK184	270	0	0	0
pK184	271	0	0	0
pK184	272	0	0	0
pK184	273	0	0	0
pK184	274	0	0	0
pK184	275	0	0	0
pK184	276	0	0	0
pK184	277	0	0	0
pK184	278	0	0	0
pK184	279	0	0	0
pK184	280	0	0	0
pK184	281	0	0	0
pK184	282	0	0	0
pK184	283	0	0	0
pK184	284	0	0	0
pK184	285	0	0	0
pK184	286	0	0	0
pK184	287	0	0	0
pK184	288	0	0	0
pK184	289	0	0	0
pK184	290	0	0	0
pK184	291	0	0	0
pK184	292	0	0	0
pK184	293	0	0	0
pK184	294	0	0	0
pK184	295	0	0	0
pK184	296	0	0	0
pK184	297	0	0	0
pK184	298	0	0	0
pK184	299	0	0	0
pK184	300	0	0	0
pK184	301	0	0	0
pK184	302	0	0	0
pK184	303	0	0	0
pK184	304	0	0	0
pK184	305	0	0	0
pK184	306	0	0	0
pK184	307	0	0	0
pK184	308	0	0	0
pK184	309	0	0	0
pK184	310	0	0	0
pK184	311	0	0	0
pK184	312	0	0	0
pK184	313	0	0	0
pK184	314	0	0	0
pK184	315	0	0	0
pK184	316	0	0	0
pK184	317	0	0	0
pK184	318	0	0	0
pK184	319	0	0	0
pK184	320	0	0	0
pK184	321	0	0	0
pK184	322	0	0	0
pK184	323	0	0	0
pK184	324	0	0	0
pK184	325	0	0	0
pK184	326	0	0	0
pK184	327	0	0	0
pK184	328	0	0	0
pK184	329	0	0	0
pK184	330	0	0	0
pK184	331	0	0	0
pK184	332	0	0	0
pK184	333	0	0	0
pK184	334	0	0	0
pK184	335	0	0	0
pK184	336	0	0	0
pK184	337	0	0	0
pK184	338	0	0	0
pK184	339	0	0	0
pK184	340	0	0	0
pK184	341	0	0	0
pK184	342	0	0	0
pK184	343	0	0	0
pK184	344	0	0	0
pK184	345	0	0	0
pK184	346	0	0	0
pK184	347	0	0	0
pK184	348	0	0	0
pK184	349	0	0	0
pK184	350	0	0	0
pK184	351	0	0	0
pK184	352	0	0	0
pK184	353	0	0	0
pK184	354	0	0	0
pK184	355	0	0	0
pK184	356	0	0	0
pK184	357	0	0	0
pK184	358	0	0	0
pK184	359	0	0	0
pK184	360	0	0	0
pK184	361	0	0	0
pK184	362	0	0	0
pK184	363	0	0	0
pK184	364	0	0	0
pK184	365	0	0	0
pK184	366	0	0	0
pK184	367	0	0	0
pK184	368	0	0	0
pK184	369	0	0	0
pK184	370	0	0	0
pK184	371	0	0	0
pK184	372	0	0	0
pK184	373	0	0	0
pK184	374	0	0	0
pK184	375	0	0	0
pK184	376	0	0	0
pK184	377	0	0	0
pK184	378	0	0	0
pK184	379	0	0	0
pK184	380	0	0	0
pK184	381	0	0	0
pK184	382	0	0	0
pK184	383	0	0	0
pK184	384	0	0	0
pK184	385	0	0	0
pK184	386	0	0	0
pK184	387	0	0	0
pK184	388	0	0	0
pK184	389	0	0	0
pK184	390	0	0	0
pK184	391	0	0	0
pK184	392	0	0	0
pK184	393	0	0	0
pK184	394	0	0	0
pK184	395	0	0	0
pK184	396	0	0	0
pK184	397	0	0	0
pK184	398	0	0	0
pK184	399	0	0	0
pK184	400	0	0	0
pK184	401	0	0	0
pK184	402	0	0	0
pK184	403	0	0	0
pK184	404	0	0	0
pK184	405	0	0	0
pK184	406	0	0	0
pK184	407	0	0	0
pK184	408	0	0	0
pK184	409	0	0	0
pK184	410	0	0	0
pK184	411	0	0	0
pK184	412	0	0	0
pK184	413	0	0	0
pK184	414	0	0	0
pK184	415	0	0	0
pK184	416	0	0	0
pK184	417	0	0	0
pK184	418	0	0	0
pK184	419	0	0	0
pK184	420	0	0	0
pK184	421	0	0	0
pK184	422	0	0	0
pK184	423	0	0	0
pK184	424	0	0	0
pK184	425	0	0	0
pK184	426	0	0	0
pK184	427	0	0	0
pK184	428	0	0	0
pK184	429	0	0	0
pK184	430	0	0	0
pK184	431	0	0	0
pK184	432	0	0	0
pK184	433	0	0	0
pK184	434	0	0	0
pK184	435	0	0	0
pK184	436	0	0	0
pK184	437	0	0	0
pK184	438	0	0	0
pK184	439	0	0	0
pK184	440	0	0	0
pK184	441	0	0	0
pK184	442	0	0	0
pK184	443	0	0	0
pK184	444	0	0	0
pK184	445	0	0	0
pK184	446	0	0	0
pK184	447	0	0	0
pK184	448	0	0	0
pK184	449	0	0	0
pK184	450	0	0	0
pK184	451	0	0	0
pK184	452	0	0	0
pK184	453	0	0	0
pK184	454	0	0	0
pK184	455	0	0	0
pK184	456	0	0	0
pK184	457	0	0	0
pK184	458	0	0	0
pK184	459	0	0	0
pK184	460	0	0	0
pK184	461	0	0	0
pK184	462	0	0	0
pK184	463	0	0	0
pK184	464	0	0	0
pK184	465	0	0	0
pK184	466	0	0	0
pK184	467	0	0	0
pK184	468	0	0	0
pK184	469	0	0	0
pK184	470	0	0	0
pK184	471	0	0	0
pK184	472	0	0	0
pK184	473	0	0	0
pK184	474	0	0	0
pK184	475	0	0	0
pK184	476	0	0	0
pK184	477	0	0	0
pK184	478	0	0	0
pK184	479	0	0	0
pK184	480	0	0	0
pK184	481	0	0	0
pK184	482	0	0	0
pK184	483	0	0	0
pK184	484	0	0	0
pK184	485	0	0	0
pK184	486	0	0	0
pK184	487	0	0	0
pK184	488	0	0	0
pK184	489	0	0	0
pK184	490	0	0	0
pK184	491	0	0	0
pK184	492	0	0	0
pK184	493	0	0	0
pK184	494	0	0	0
pK184	495	0	0	0
pK184	496	0	0	0
pK184	497	0	0	0
pK184	498	0	0	0
pK184	499	0	0	0
pK184	500	0	0	0
pK184	501	0	0	0
pK184	502	0	0	0
pK184	503	0	0	0
pK184	504	0	0	0
pK184	505	0	0	0
pK184	506	0	0	0
pK184	507	0	0	0
pK184	508	0	0	0
pK184	509	0	0	0
pK184	510	0	0	0
pK184	511	0	0	0
pK184	512	0	0	0
pK184	513	0	0	0
pK184	514	0	0	0
pK184	515	0	0	0
pK184	516	0	0	0
pK184	517	0	0	0
pK184	518	0	0	0
pK184	519	0	0	0
pK184	520	0	0	0
pK184	521	0	0	0
pK184	522	0	0	0
pK184	523	0	0	0
pK184	524	0	0	0
pK184	525	0	0	0
pK184	526	0	0	0
pK184	527	0	0	0
pK184	528	0	0	0
pK184	529	0	0	0
pK184	530	0	0	0
pK184	531	0	0	0
pK184	532	0	0	0
pK184	533	0	0	0
pK184	534	0	0	0
pK184	535	0	0	0
pK184	536	0	0	0
pK184	537	0	0	0
pK184	538	0	0	0
pK184	539	0	0	0
pK184	540	0	0	0
pK184	541	0	0	0
pK184	542	0	0	0
pK184	543	0	0	0
pK184	544	0	0	0
pK184	545	0	0	0
pK184	546	0	0	0
pK184	547	0	0	0
pK184	548	0	0	0
pK184	549	0	0	0
pK184	550	0	0	0
pK184	551	0	0	0
pK184	552	0	0	0
pK184	553	0	0	0
pK184	554	0	0	0
pK184	555	0	0	0
pK184	556	0	0	0
pK184	557	0	0	0
pK184	558	0	0	0
pK184	559	0	0	0
pK184	560	0	0	0
pK184	561	0	0	0
pK184	562	0	0	0
pK184	563	0	0	0
pK184	564	0	0	0
pK184	565	0	0	0
pK184	566	0	0	0
pK184	567	0	0	0
pK184	568	0	0	0
pK184	569	0	0	0
pK184	570	0	0	0
pK184	571	0	0	0
pK184	572	0	0	0
pK184	573	0	0	0
pK184	574	0	0	0
pK184	575	0	0	0
pK184	576	0	0	0
pK184	577	0	0	0
pK184	578	0	0	0
pK184	579	0	0	0
pK184	580	0	0	0
pK184	581	0	0	0
pK184	582	0	0	0
pK184	583	0	0	0
pK184	584	0	0	0
pK184	585	0	0	0
pK184	586	0	0	0
pK184	587	0	0	0
pK184	588	0	0	0
pK184	589	0	0	0
pK184	590	0	0	0
pK184	591	0	0	0
pK184	592	0	0	0
pK184	593	0	0	0
pK184	594	0	0	0
pK184	595	0	0	0
pK184	596	0	0	0
pK184	597	0	0	0
pK184	598	0	0	0
pK184	599	0	0	0
pK184	600	0	0	0
pK184	601	0	0	0
pK184	602	0	0	0
pK184	603	0	0	0
pK184	604	0	0	0
pK184	605	0	0	0
pK184	606	0	0	0
pK184	607	0	0	0
pK184	608	0	0	0
pK184	609	0	0	0
pK184	610	0	0	0
pK184	611	0	0	0
pK184	612	0	0	0
pK184	613	0	0	0
pK184	614	0	0	0
pK184	615	0	0	0
pK184	616	0	0	0
pK184	617	0	0	0
pK184	618	0	0	0
pK184	619	0	0	0
pK184	620	0	0	0
pK184	621	0	0	0
pK184	622	0	0	0
pK184	623	0	0	0
pK184	624	0	0	0
pK184	625	0	0	0
pK184	626	0	0	0
pK184	627	0	0	0
pK184	628	0	0	0
pK184	629	0	0	0
pK184	630	0	0	0
pK184	631	0	0	0
pK184	632	0	0	0
pK184	633	0	0	0
pK184	634	0	0	0
pK184	635	0	0	0
pK184	636	0	0	0
pK184	637	0	0	0
pK184	638	0	0	0
pK184	639	0	0	0
pK184	640	0	0	0
pK184	641	0	0	0
pK184	642	0	0	0
pK184	643	0	0	0
pK184	644	0	0	0
pK184	645	0	0	0
pK184	646	0	0	0
pK184	647	0	0	0
pK184	648	0	0	0
pK184	649	0	0	0
pK184	650	0	0	0
pK184	651	0	0	0
pK184	652	0	0	0
pK184	653	0	0	0
pK184	654	0	0	0
pK184	655	0	0	0
pK184	656	0	0	0
pK184	657	0	0	0
pK184	658	0	0	0
pK184	659	0	0	0
pK184	660	0	0	0
pK184	661	0	0	0
pK184	662	0	0	0
pK184	663	0	0	0
pK184	664	0	0	0
pK184	665	0	0	0
pK184	666	0	0	0
pK184	667	0	0	0
pK184	668	0	0	0
pK184	669	0	0	0
pK184	670	0	0	0
pK184	671	0	0	0
pK184	672	0	0	0
pK184	673	0	0	0
pK184	674	0	0	0
pK184	675	0	0	0
pK184	676	0	0	0
pK184	677	0	0	0
pK184	678	0	0	0
pK184	679	0	0	0
pK184	680	0	0	0
pK184	681	0	0	0
pK184	682	0	0	0
pK184	683	0	0	0
pK184	684	0	0	0
pK184	685	0	0	0
pK184	686	0	0	0
pK184	687	0	0	0
pK184	688	0	0	0
pK184	689	0	0	0
pK184	690	0	0	0
pK184	691	0	0	0
pK184	692	0	0	0
pK184	693	0	0	0
pK184	694	0	0	0
pK184	695	0	0	0
pK184	696	0	0	0
pK184	697	0	0	0
pK184	698	0	0	0
pK184	699	0	0	0
pK184	700	0	0	0
pK184	701	0	0	0
pK184	702	0	0	0
pK184	703	0	0	0
pK184	704	0	0	0
pK184	705	0	0	0
pK184	706	0	0	0
pK184	707	0	0	0
pK184	708	0	0	0
pK184	709	0	0	0
pK184	710	0	0	0
pK184	711	0	0	0
pK184	712	0	0	0
pK184	713	0	0	0
pK184	714	0	0	0
pK184	715	0	0	0
pK184	716	0	0	0
pK184	717	0	0	0
pK184	718	0	0	0
pK184	719	0	0	0
pK184	720	0	0	0
pK184	721	0	0	0
pK184	722	0	0	0
pK184	723	0	0	0
pK184	724	0	0	0
pK184	725	0	0	0
pK184	726	0	0	0
pK184	727	0	0	0
pK184	728	0	0	0
pK184	729	0	0	0
pK184	730	0	0	0
pK184	731	0	0	0
pK184	732	0	0	0
pK184	733	0	0	0
pK184	734	0	0	0
pK184	735	0	0	0
pK184	736	0	0	0
pK184	737	0	0	0
pK184	738	0	0	0
pK184	739	0	0	0
pK184	740	0	0	0
pK184	741	0	0	0
pK184	742	0	0	0
pK184	743	0	0	0
pK184	744	0	0	0
pK184	745	0	0	0
pK184	746	0	0	0
pK184	747	0	0	0
pK184	748	0	0	0
pK184	749	0	0	0
pK184	750	0	0	0
pK184	751	0	0	0
pK184	752	0	0	0
pK184	753	0	0	0
pK184	754	0	0	0
pK184	755	0	0	0
pK184	756	0	0	0
pK184	757	0	0	0
pK184	758	0	0	0
pK184	759	0	0	0
pK184	760	0	0	0
pK184	761	0	0	0
pK184	762	0	0	0
pK184	763	0	0	0
pK184	764	0	0	0
pK184	765	0	0	0
pK184	766	0	0	0
pK184	767	0	0	0
pK184	768	0	0	0
pK184	769	0	0	0
pK184	770	0	0	0
pK184	771	0	0	0
pK184	772	0	0	0
pK184	773	0	0	0
pK184	774	0	0	0
pK184	775	0	0	0
pK184	776	0	0	0
pK184	777	0	0	0
pK184	778	0	0	0
pK184	779	0	0	0
pK184	780	0	0	0
pK184	781	0	0	0
pK184	782	0	0	0
pK184	783	0	0	0
pK184	784	0	0	0
pK184	785	0	0	0
pK184	786	0	0	0
pK184	787	0	0	0
pK184	788	0	0	0
pK184	789	0	0	0
pK184	790	0	0	0
pK184	791	0	0	0
pK184	792	0	0	0
pK184	793	0	0	0
pK184	794	0	0	0
pK184	795	0	0	0
pK184	796	0	0	0
pK184	797	0	0	0
pK184	798	0	0	0
pK184	799	0	0	0
pK184	800	0	0	0
pK184	801	0	0	0
pK184	802	0	0	0
pK184	803	0	0	0
pK184	804	0	0	0
pK184	805	0	0	0
pK184	806	0	0	0
pK184	807	0	0	0
pK184	808	0	0	0
pK184	809	0	0	0
pK184	810	0	0	0
pK184	811	0	0	0
pK184	812	0	0	0
pK184	813	0	0	0
pK184	814	0	0	0
pK184	815	0	0	0
pK184	816	0	0	0
pK184	817	0	0	0
pK184	818	0	0	0
pK184	819	0	0	0
pK184	820	0	0	0
pK184	821	0	0	0
pK184	822	0	0	0
pK184	823	0	0	0
pK184	824	0	0	0
pK184	825	0	0	0
pK184	826	0	0	0
pK184	827	0	0	0
pK184	828	0	0	0
pK184	829	0	0	0
pK184	830	0	0	0
pK184	831	0	0	0
pK184	832	0	0	0
pK184	833	0	0	0
pK184	834	0	0	0
pK184	835	0	0	0
pK184	836	0	0	0
pK184	837	0	0	0
pK184	838	0	0	0
pK184	839	0	0	0
pK184	840	0	0	0
pK184	841	0	0	0
pK184	842	0	0	0
pK184	843	0	0	0
pK184	844	0	0	0
pK184	845	0	0	0
pK184	846	0	0	0
pK184	847	0	0	0
pK184	848	0	0	0
pK184	849	0	0	0
pK184	850	0	0	0
pK184	851	0	0	0
pK184	852	0	0	0
pK184	853	0	0	0
pK184	854	0	0	0
pK184	855	0	0	0
pK184	856	0	0	0
pK184	857	0	0	0
pK184	858	0	0	0
pK184	859	0	0	0
pK184	860	0	0	0
pK184	861	0	0	0
pK184	862	0	0	0
pK184	863	0	0	0
pK184	864	0	0	0
pK184	865	0	0	0
pK184	866	0	0	0
pK184	867	0	0	0
pK184	868	0	0	0
pK184	869	0	0	0
pK184	870	0	0	0
pK184	871	0	0	0
pK184	872	0	0	0
pK184	873	0	0	0
pK184	874	0	0	0
pK184	875	0	0	0
pK184	876	0	0	0
pK184	877	0	0	0
pK184	878	0	0	0
pK184	879	0	0	0
pK184	880	0	0	0
pK184	881	0	0	0
pK184	882	0	0	0
pK184	883	0	0	0
pK184	884	0	0	0
pK184	885	0	0	0
pK184	886	0	0	0
pK184	887	0	0	0
pK184	888	0	0	0
pK184	889	0	0	0
pK184	890	0	0	0
pK184	891	0	0	0
pK184	892	0	0	0
pK184	893	0	0	0
pK184	894	0	0	0
pK184	895	0	0	0
pK184	896	0	0	0
pK184	897	0	0	0
pK184	898	0	0	0
pK184	899	0	0	0
pK184	900	0	0	0
pK184	901	0	0	0
pK184	902	0	0	0
pK184	903	0	0	0
pK184	904	0	0	0
pK184	905	0	0	0
pK184	906	0	0	0
pK184	907	0	0	0
pK184	908	0	0	0
pK184	909	0	0	0
pK184	910	0	0	0
pK184	911	0	0	0
pK184	912	0	0	0
pK184	913	0	0	0
pK184	914	0	0	0
pK184	915	0	0	0
pK184	916	0	0	0
pK184	917	0	0	0
pK184	918	0	0	0
pK184	919	0	0	0
pK184	920	0	0	0
pK184	921	0	0	0
pK184	922	0	0	0
pK184	923	0	0	0
pK184	924	0	0	0
pK184	925	0	0	0
pK184	926	0	0	0
pK184	927	0	0	0
pK184	928	0	0	0
pK184	929	0	0	0
pK184	930	0	0	0
pK184	931	0	0	0
pK184	932	0	0	0
pK184	933	0	0	0
pK184	934	0	0	0
pK184	935	0	0	0
pK184	936	0	0	0
pK184	937	0	0	0
pK184	938	0	0	0
pK184	939	0	0	0
pK184	940	0	0	0
pK184	941	0	0	0
pK184	942	0	0	0
pK184	943	0	0	0
pK184	944	0	0	0
pK184	945	0	0	0
pK184	946	0	0	0
pK184	947	0	0	0
pK184	948	0	0	0
pK184	949	0	0	0
pK184	950	0	0	0
pK184	951	0	0	0
pK184	952	0	0	0
pK184	953	0	0	0
pK184	954	0	0	0
pK184	955	0	0	0
pK184	956	0	0	0
pK184	957	0	0	0
pK184	958	0	0	0
pK184	959	0	0	0
pK184	960	0	0	0
pK184	961	0	0	0
pK184	962	0	0	0
pK184	963	0	0	0
pK184	964	0	0	0
pK184	965	0	0	0
pK184	966	0	0	0
pK184	967	0	0	0
pK184	968	0	0	0
pK184	969	0	0	0
pK184	970	0	0	0
pK184	971	0	0	0
pK184	972	0	0	0
pK184	973	0	0	0
pK184	974	0	0	0
pK184	975	0	0	0
pK184	976	0	0	0
pK184	977	0	0	0
pK184	978	0	0	0
pK184	979	0	0	0
pK184	980	0	0	0
pK184	981	0	0	0
pK184	982	0	0	0
pK184	983	0	0	0
pK184	984	0	0	0
pK184	985	0	0	0
pK184	986	0	0	0
pK184	987	0	0	0
pK184	988	0	0	0
pK184	989	0	0	0
pK184	990	0	0	0
pK184	991	0	0	0
pK184	992	0	0	0
pK184	993	0	0	0
pK184	994	0	0	0
pK184	995	0	0	0
pK184	996	0	0	0
pK184	997	0	0	0
pK184	998	0	0	0
pK184	999	0	0	0
pK184	1000	0	0	0
pK184	1001	0	0	0
pK184	1002	0	0	0
pK184	1003	0	0	0
pK184	1004	0	0	0
pK184	1005	0	0	0
pK184	1006	0	0	0
pK184	1007	0	0	0
pK184	1008	0	0	0
pK184	1009	0	0	0
pK184	1010	0	0	0
pK184	1011	0	0	0
pK184	1012	0	0	0
pK184	1013	0	0	0
pK184	1014	0	0	0
pK184	1015	0	0	0
pK184	1016	0	0	0
pK184	1017	0	0	0
pK184	1018	0	0	0
pK184	1019	0	0	0
pK184	1020	0	0	0
pK184	1021	0	0	0
pK184	1022	0	0	0
pK184	1023	0	0	0
pK184	1024	0	0	0
pK184	1025	0	0	0
pK184	1026	0	0	0
pK184	1027	0	0	0
pK184	1028	0	0	0
pK184	1029	0	0	0
pK184	1030	0	0	0
pK184	1031	0	0	0
pK184	1032	0	0	0
pK184	1033	0	0	0
pK184	1034	0	0	0
pK184	1035	0	0	0
pK184	1036	0	0	0
pK184	1037	0	0	0
pK184	1038	0	0	0
pK184	1039	0	0	0
pK184	1040	0	0	0
pK184	1041	0	0	0
pK184	1042	0	0	0
pK184	1043	0	0	0
pK184	1044	0	0	0
pK184	1045	0	0	0
pK184	1046	0	0	0
pK184	1047	0	0	0
pK184	1048	0	0	0
pK184	1049	0	0	0
pK184	1050	0	0	0
pK184	1051	0	0	0
pK184	1052	0	0	0
pK184	1053	0	0	0
pK184	1054	0	0	0
pK184	1055	0	0	0
pK184	1056	0	0	0
pK184	1057	0	0	0
pK184	1058	0	0	0
pK184	1059	0	0	0
pK184	1060	0	0	0
pK184	1061	0	0	0
pK184	1062	0	0	0
pK184	1063	0	0	0
pK184	1064	0	0	0
pK184	1065	0	0	0
pK184	1066	0	0	0
pK184	1067	0	0	0
pK184	1068	0	0	0
pK184	1069	0	0	0
pK184	1070	0	0	0
pK184	1071	0	0	0
pK184	1072	0	0	0
pK184	1073	0	0	0
pK184	1074	0	0	0
pK184	1075	0	0	0
pK184	1076	0	0	0
pK184	1077	0	0	0
pK184	1078	0	0	0
pK184	1079	0	0	0
pK184	1080	0	0	0
pK184	1081	0	0	0
pK184	1082	0	0	0
pK184	1083	0	0	0
pK184	1084	0	0	0
pK184	1085	0	0	0
pK184	1086	0	0	0
pK184	1087	0	0	0
pK184	1088	0	0	0
pK184	1089	0	0	0
pK184	1090	0	0	0
pK184	1091	0	0	0
pK184	1092	0	0	0
pK184	1093	0	0	0
pK184	1094	0	0	0
pK184	1095	0	0	0
pK184	1096	0	0	0
pK184	1097	0	0	0
pK184	1098	0	0	0
pK184	1099	0	0	0
pK184	1100	0	0	0
pK184	1101	0	0	0
pK184	1102	0	0	0
pK184	1103	0	0	0
pK184	1104	0	0	0
pK184	1105	0	0	0
pK184	1106	0	0	0
pK184	1107	0	0	0
pK184	1108	0	0	0
pK184	1109	0	0	0
pK184	1110	0	0	0
pK184	1111	0	0	0
pK184	1112	0	0	0
pK184	1113	0	0	0
pK184	1114	0	0	0
pK184	1115	0	0	0
pK184	1116	0	0	0
pK184	1117	0	0	0
pK184	1118	0	0	0
pK184	1119	0	0	0
pK184	1120	0	0	0
pK184	1121	0	0	0
pK184	1122	0	0	0
pK184	1123	0	0	0
pK184	1124	0	0	0
pK184	1125	0	0	0
pK184	1126	0	0	0
pK184	1127	0	0	0
pK184	1128	0	0	0
pK184	1129	0	0	0
pK184	1130	0	0	0
pK184	1131	0	0	0
pK184	1132	0	0	0
pK184	1133	0	0	0
pK184	1134	0	0	0
pK184	1135	0	0	0
pK184	1136	0	0	0
pK184	1137	0	0	0
pK184	1138	0	0	0
pK184	1139	0	0	0
pK184	1140	0	0	0
pK184	1141	0	0	0
pK184	1142	0	0	0
pK184	1143	0	0	0
pK184	1144	0	0	0
pK184	1145	0	0	0
pK184	1146	0	0	0
pK184	1147	0	0	0
pK184	1148	0	0	0
pK184	1149	0	0	0
pK184	1150	0	0	0
pK184	1151	0	0	0
